name_zh,name_pinyin,gate_category,subcategory,four_qi,five_flavors,meridians,primary_functions,indications,constitutions_suitable,constitutions_caution,contraindications,seasonality,prep_methods,pairing_good,pairing_bad,dietary_dosage,medicinal_dosage,modern_notes,source_ref
带鱼,dai yu,食材,海产类,温、平,苦、咸,肾;肝;胆;心;小肠;脾;胃;肺,养血润燥;止咳平喘,贫血;咳嗽,气滞、痰湿、湿热、平和、气虚,适量使用;忌过量,实热内盛慎；孕妇慎；阴虚火旺慎；脾虚湿盛慎,四季,外用/煲汤/炖煮/蒸食/泡茶/熬膏,姜;葱;米,辛辣;油腻,100-200g/餐,——,广泛用于日常食疗、药膳及复方中，兼具营养与药理特性。,《本草纲目》要点/现代药理参考
延胡索,yan hu suo,中药材,活血止痛,温,辛;苦,肝;脾,活血行气;止痛,气滞血瘀诸痛证,血瘀,孕妇慎,——,四季,煎服,——,——,——,3-9g/日,止痛生物碱,中医方药
当归,dang gui,中药材,补益,凉,苦、甘,肾;肝;胆;心;脾;胃;肺;小肠;膀胱;大肠,补血活血;调经止痛,血虚萎黄;痛经,气虚、血虚、阳虚、湿热、气滞,适量使用;忌过量；过量慎用,阴虚火旺慎；实热内盛慎；孕妇慎；脾虚湿盛慎；高尿酸慎,四季,煎服/炖煮/泡茶/煲汤/炙用/外用/研末/生食/后下/先煎/冲服/包煎,枸杞;红枣;蜂蜜;当归;黄芪;党参;川芎;熟地;白芍,油腻;辛辣,——,3-9g/日,稀有/名贵药材或补益品，适合体虚调养与药膳配伍。；常用药理特性：具免疫调节与抗炎作用。；常用药理特性：具免疫调节、抗炎、抗氧化等作用。,《本草纲目》要点/现代药理参考
当归羊肉汤,dang gui yang rou tang,食材,药膳饮品类,温,甘辛,肝;脾;肾,痛经;体虚,肝;脾;肾,血虚、气滞、痰湿、气虚、湿热,孕期慎用;适量为宜,脾虚湿盛慎；阴虚火旺慎；孕妇慎；实热内盛慎,四季,炖煮,枸杞;红枣;桂圆,过量酒精,15-60g/日,——,药膳或滋补饮品原料，适宜体虚调养及季节性食疗。,《本草纲目》要点/现代药理参考
扇贝,shan bei,食材,海产类,寒,咸、辛,心;小肠;肾;肝;胆;肺;脾;胃,补肾益精;滋阴,肾虚;阳痿,湿热、痰湿、平和、血虚、气虚,适量使用;忌过量,脾虚湿盛慎；阴虚火旺慎；实热内盛慎；孕妇慎,四季,煎服/熬膏/炖煮/外用/煲汤/泡茶/蒸食/生食,姜;葱;米,辛辣;油腻,100-200g/餐,——,广泛用于日常食疗、药膳及复方中，兼具营养与药理特性。,《本草纲目》要点/现代药理参考
昆布,kun bu,食材,海产类,平、凉、热,苦甘、苦,脾;胃;心;小肠;肝;胆;肺;肾,软坚化痰;利水,甲状腺肿;浮肿,气虚、阳虚、血虚、平和,适量使用;忌过量,实热内盛慎；孕妇慎；脾虚湿盛慎；阴虚火旺慎,四季,生食/煲汤/泡茶/熬膏/外用/蒸食/煎服,姜;葱;米,辛辣;油腻,100-200g/餐,——,广泛用于日常食疗、药膳及复方中，兼具营养与药理特性。,《本草纲目》要点/现代药理参考
木瓜,mu gua,食材,果品,温,甘,肝;脾,舒筋活络;和胃化湿,筋脉拘挛;脚气,湿热、痰湿,适量为宜,胃酸过多慎,四季,生食/煮汤,牛奶;银耳,——,100-150g/餐,——,番木瓜，富含木瓜酶，助消化美容。,现代营养学
木耳,mu er,食材,菌菇,平,甘,肺;胃,活血通络;润燥,便秘;高脂,湿热、气滞、阳虚、平和、血虚,适量为宜;忌过食,脾虚湿盛慎；孕妇慎；阴虚火旺慎；实热内盛慎,四季,凉拌/炒,姜;枸杞;蜂蜜,酒精;油炸,15-30g/餐,3-9g/日,食疗与营养兼顾：含多糖、黄酮、维生素等，具有抗氧化作用。,《本草纲目》要点/现代药理参考
朱砂,zhu sha,中药材,外用草药类,凉、热,辛甘、辛,心;肝;脾;胆;肾;肺;胃;小肠,安神镇惊;清心解毒,心悸失眠;惊悸癫狂,气虚、平和、湿热、痰湿、阳虚,过量慎用,脾虚湿盛慎；孕妇慎；实热内盛慎；阴虚火旺慎,四季,冲服/煲汤/生食/先煎/泡茶/研末/煎服/外用/后下,姜;枣;米,——,——,9-30g/日,兼具药理与传统用途：具清热、止痛、抗菌或收敛作用。,《本草纲目》要点/现代药理参考
李子,li zi,食材,果品,平,甘、酸,肝;肾,清肝涤热;生津,虚劳骨蒸;消渴,阴虚、湿热,适量为宜,脾虚便溏慎,夏,鲜食,冰糖;蜂蜜,鸡肉;蜂蜜(大量),3-5个/日,——,营养成分丰富，含氨基酸、多糖及微量元素。,《本草纲目》要点/现代药理参考
杏仁,xing ren,食材,坚果籽仁,微温,苦,肺;大肠,止咳平喘;润肠通便,咳嗽气喘;便秘,血虚、气滞、气虚、湿热、痰湿,适量为宜;忌过食,孕妇慎；实热内盛慎；脾虚湿盛慎；阴虚火旺慎,四季,炒/煮,姜;枸杞;蜂蜜,酒精;油炸,10-20g/日,9-30g/日,食疗与营养兼顾：含多糖、黄酮、维生素等，具有抗氧化作用。,《本草纲目》要点/现代药理参考
杜仲,du zhong,中药材,清热燥湿、清热解毒、补益,寒,辛、酸,膀胱;肾;脾;胃;肺;肝;大肠,补肝肾;强筋骨;安胎,肾虚腰痛;胎动不安,气滞、平和、血虚、湿热、气虚,过量慎用,孕妇慎；高尿酸慎；阴虚火旺慎,四季,研末冲服/煲汤/外用/煎服/泡茶/包煎,杜仲,——,——,3-9g/日,常用药理特性：具免疫调节、抗炎、抗氧化等作用。,《本草纲目》要点/现代药理参考
杨梅,yang mei,食材,果品,温,甘、酸,肺;胃,生津止渴;和胃消食,烦渴;呕吐;痢疾,平和、气虚,适量为宜,阴虚火旺慎;牙疼慎,夏,鲜食/浸酒,盐;冰糖,生葱;鸭肉,5-10个/日,——,营养成分丰富，含氨基酸、多糖及微量元素。,《本草纲目》要点/现代药理参考
松茸,song rong,食材,菌菇,平,甘,肺;肾,润肺补肾;抗癌,肺肾虚弱;肿瘤,平和、肾虚,适量为宜,——,秋,清炖/炒,——,——,30-50g/餐,——,菌中之王，珍贵野生菌，抗癌佳品。,现代营养学
枳壳,zhi ke,中药材,行气宽中,微寒,苦;辛;酸,脾;胃;大肠,理气宽中;行滞消胀,胸胁气滞;脘腹痞满;食积不化;脱肛,气滞、痰湿、平和,气虚、阴虚,脾胃虚弱及孕妇慎用,四季,煎服/炒用,陈皮;木香,——,——,6-9g/日,"药食参考条目。为""枳实""的未成熟果实，作用较缓和。",《中国药典》/《药品化义》
枳实,zhi shi,中药材,破气消积,寒,苦;辛;酸,脾;胃;大肠,破气消积;化痰散痞,积滞内停;脘腹痞满胀痛;痰滞胸痹,气滞、痰湿、湿热,气虚、血虚,脾胃虚弱及孕妇慎用,四季,煎服/炒用,厚朴;大黄,——,——,6-9g/日,"药食参考条目。药力较""枳壳""猛。",《中国药典》/《神农本草经》
枸杞子,gou qi zi,中药材,清热,热,甘酸、辛,脾;胃;肾;肝;肺;心;小肠;胆;大肠,滋补肝肾;明目,腰膝酸软;目昏,平和、血虚、气虚、湿热、气滞,过量慎用,脾虚湿盛慎；实热内盛慎；孕妇慎；阴虚火旺慎；高尿酸慎,四季,煲汤/研末/冲服/煎服/泡茶/后下/先煎/炙用/外用/生食/包煎/研末冲服,姜;枣;米;枸杞子;菊花;红枣;山药;桂圆;蜂蜜,绿茶;温热性食物过量,——,6-15g/日,药食两用：具补益、安神或抗疲劳作用。；常用药理特性：具免疫调节与抗炎作用。；常用药理特性：具免疫调节、抗炎、抗氧化等作用。,《本草纲目》要点/现代药理参考
枸杞红枣茶,gou qi hong zao cha,食材,药膳饮品类,平,甘,肝;脾,疲劳;月经不调,肝;脾,痰湿、气虚、阳虚、阴虚、平和,孕期慎用;适量为宜,实热内盛慎；阴虚火旺慎；孕妇慎；脾虚湿盛慎,四季,泡饮,枸杞;红枣;桂圆,过量酒精,适量,9-30g/日,药膳或滋补饮品原料，适宜体虚调养及季节性食疗。,《本草纲目》要点/现代药理参考
枸杞菊花汤,gou qi ju hua tang,食材,节令食疗方,寒,咸、甘,肝;胆;肾;肺;心;脾;胃,明目清肝;滋阴,视疲劳;目涩,痰湿、湿热、阴虚、阳虚、平和,适量使用;忌过量,实热内盛慎；阴虚火旺慎；孕妇慎；脾虚湿盛慎,四季,凉拌/煎服/蒸食/煮粥/烹饪/煲汤,姜;米;红枣,辛辣;油腻,30-100g/日,——,常见食疗与草药条目，兼具调理与保健价值。,《本草纲目》要点/现代药理参考
枸杞酒,gou qi jiu,中药材,花草茶类、清热,寒,咸、辛甘,心;小肠;肺;脾;胃;肝;肾;胆,补肾益精;明目,腰膝酸软;视疲劳,气滞、阴虚、平和、阳虚、气虚,适量为宜;忌过食,孕妇慎；脾虚湿盛慎；阴虚火旺慎；实热内盛慎,四季,研末/泡茶/生食/冲泡/香料/泡酒/煲汤/炖煮/煎服,姜;枸杞;蜂蜜,酒精;油炸,——,6-15g/日,兼具药理与生活应用价值，可入茶、入膳或泡酒使用。,《本草纲目》要点/现代药理参考
柑橘,gan ju,食材,果品,凉,甘、酸,肺;胃,理气化痰;生津止渴,咳嗽痰多;口渴,痰湿、气滞,适量为宜,脾胃虚寒慎,秋、冬,鲜食,蜂蜜;银耳,萝卜;牛奶,1-2个/日,——,营养成分丰富，含氨基酸、多糖及微量元素。,《本草纲目》要点/现代药理参考
柚子,you zi,食材,果品,寒,甘、酸,肺;脾,理气化痰;润肺清肠,咳嗽痰多;消化不良,痰湿、气滞,适量为宜,脾虚便溏慎,秋、冬,鲜食,蜂蜜;冰糖,螃蟹,半个-1个/日,——,营养成分丰富，含维生素C及类黄酮。,《本草纲目》要点/现代药理参考
柠檬,ning meng,食材,果品,凉,酸,肺;胃,生津止渴;理气化痰,口渴;食积,血虚、湿热、气虚、阳虚、痰湿,适量为宜;忌过食,阴虚火旺慎；脾虚湿盛慎；实热内盛慎；孕妇慎,四季,泡水,姜;枸杞;山药,酒精;油炸,100-200g/日,9-30g/日,营养学与食疗结合：具降脂、抗氧化、清热等功效。,《本草纲目》要点/现代药理参考
柠檬片,ning meng pian,食材,花果茶类,凉,甘、辛,肝;肾;肺;脾;胃;心;小肠;胆,生津止渴;清热化痰,咽喉干痛,平和、阳虚、气滞、气虚、湿热,适量使用;忌过量,阴虚火旺慎；脾虚湿盛慎；孕妇慎；实热内盛慎,四季,蒸食/泡饮/煮粥/煲汤/凉拌/烹饪/煎服,姜;米;红枣,辛辣;油腻,10-50g/日,——,常见食疗与草药条目，兼具调理与保健价值。,《本草纲目》要点/现代药理参考
柠檬草,ning meng cao,中药材,调味品,微温,甘酸、苦甘,脾;胃;心;肝;胆;小肠;肺;肾,化湿解暑;健脾理气,胃胀;恶心,痰湿、阴虚、气滞、平和、阳虚,适量为宜;忌过食,实热内盛慎；阴虚火旺慎；脾虚湿盛慎；孕妇慎,四季,煎服/冲泡/炖煮/香料/外用/泡酒/泡茶/研末/生食/煲汤,姜;枸杞;蜂蜜,酒精;油炸,——,1-3g/日,兼具药理与生活应用价值，可入茶、入膳或泡酒使用。,《本草纲目》要点/现代药理参考
柴胡,chai hu,中药材,补益,微温,辛甘、咸,肾;肝;脾;胃;肺;胆;心;小肠;大肠;膀胱,疏肝解郁;升举阳气,胸胁胀痛;气陷,血虚、平和、阳虚、痰湿、气虚,过量慎用,实热内盛慎；孕妇慎；脾虚湿盛慎；阴虚火旺慎；高尿酸慎,四季,先煎/外用/冲服/炙用/后下/泡茶/煎服/煲汤/包煎,柴胡,——,——,15-60g/日,常用药理特性：具免疫调节与抗炎作用。；常用药理特性：具免疫调节、抗炎、抗氧化等作用。,《本草纲目》要点/现代药理参考
柿子,shi zi,食材,果品,寒,甘、涩,肺;大肠,清热润肺;生津止渴,肺热咳嗽;口渴,阴虚、湿热,适量为宜,脾胃虚寒慎;空腹慎,秋,鲜食/制饼,蜂蜜,螃蟹;红薯;酒,1-2个/日,——,营养成分丰富，含鞣酸、维生素。,《本草纲目》要点/现代药理参考
栀子,zhi zi,中药材,清热泻火,寒,苦,心;肺;肝;胃;三焦,泻火除烦;清热利湿;凉血解毒,热病心烦;湿热黄疸;血热吐衄;目赤肿痛,湿热、痰湿、平和,阳虚、脾虚,脾虚便溏者慎,四季,煎服/生用/炒焦/焦栀子,黄芩;茵陈;大黄,——,——,6-9g/日,药食参考条目。生用泻火，炒焦止血。,《中国药典》/《神农本草经》
栗子,li zi,食材,坚果籽仁,温,甘,脾;胃;肾,养胃健脾;补肾强筋,脾虚泄泻;肾虚腰痛,气虚、阳虚,适量为宜,脾胃虚弱慎;糖尿病慎,秋、冬,生食/炒/煮,鸡肉;红枣,牛肉;杏仁,5-10个/日,——,营养成分丰富，含氨基酸、多糖及微量元素。,《本草纲目》要点/现代药理参考
核桃仁,he tao ren,食材,坚果籽仁,温,甘,肾;肺;大肠,补肾固精;温肺定喘,肾虚腰痛;虚喘,痰湿、平和、气虚、血虚、阳虚,适量为宜;忌过食；新鲜适量;个体过敏慎,实热内盛慎；孕妇慎；脾虚湿盛慎；高尿酸慎；海鲜过敏慎；阴虚火旺慎,四季,生食/烘烤,姜;枸杞;山药;生姜;蜂蜜;黑芝麻;红枣,酒精;油炸;过量油炸,20-30g/日,9-30g/日,营养成分丰富，含氨基酸、多糖及微量元素。；营养学参考：高蛋白/矿物质/多糖/不饱和脂肪酸。；食疗与营养兼顾：含多糖、黄酮、维生素等，具有抗氧化作用。,《本草纲目》要点/现代药理参考
桂圆肉,gui yuan rou;long yan rou,食材,果品,温,甘,心;脾,补益心脾;养血安神,心脾两虚;失眠健忘,痰湿、湿热、阳虚、血虚、气虚,适量为宜;忌过食,脾虚湿盛慎；孕妇慎；实热内盛慎；阴虚火旺慎,四季,煲汤/煮粥,姜;枸杞;蜂蜜,酒精;油炸,15-60g/日,——,食疗与营养兼顾：含多糖、黄酮、维生素等，具有抗氧化作用。,《本草纲目》要点/现代药理参考
桂枝,gui zhi,中药材,活血,温,甘酸、苦,肺;脾;胃;心;肝;肾;小肠;胆;大肠,发汗解肌;助阳化气,风寒表证;心悸,气虚、血虚、湿热、阳虚、平和,过量慎用,脾虚湿盛慎；实热内盛慎；孕妇慎；阴虚火旺慎,四季,冲服/后下/炙用/煎服/先煎/外用/泡茶/煲汤/研末冲服,桂枝,——,——,6-15g/日,常用药理特性：具免疫调节与抗炎作用。；常用药理特性：具免疫调节、抗炎、抗氧化等作用。,《本草纲目》要点/现代药理参考
桂皮,gui pi,中药材,药酒饮品基料,平,辛甘、酸,脾;胃;心;肝;小肠;胆;肾;肺,温中散寒;理气止痛,脘腹冷痛;食少,湿热、气虚、平和、阴虚、阳虚,适量为宜;忌过食,阴虚火旺慎；孕妇慎；脾虚湿盛慎；实热内盛慎,四季,香料/冲泡/炖煮/生食/泡茶/泡酒/研末/煲汤/外用/煎服,姜;枸杞;蜂蜜,酒精;油炸,——,3-9g/日,兼具药理与生活应用价值，可入茶、入膳或泡酒使用。,《本草纲目》要点/现代药理参考
桂花茶,gui hua cha,食材,花果茶类,凉,酸、辛,肝;胆;心;小肠;肾;肺;脾;胃,温中散寒;化痰止咳,咳嗽;痰多,气滞、痰湿、平和、血虚、阳虚,适量使用;忌过量,脾虚湿盛慎；实热内盛慎；孕妇慎；阴虚火旺慎,四季,煮粥/蒸食/煲汤/泡饮/烹饪/凉拌/煎服,姜;米;红枣,辛辣;油腻,10-50g/日,——,常见食疗与草药条目，兼具调理与保健价值。,《本草纲目》要点/现代药理参考
桃仁,tao ren,中药材,祛湿利水,温、凉,酸涩、甘,肝;肾;肺;脾;胃;心;胆;小肠,活血祛瘀;润肠通便,月经不调;便秘,气虚、血虚、气滞、阳虚、湿热,过量慎用,孕妇慎；阴虚火旺慎；实热内盛慎；脾虚湿盛慎,四季,泡茶/煎服/后下/煲汤/先煎/冲服/研末/生食/炙用,姜;枣;米,——,——,9-30g/日,药食两用：具补益、安神或抗疲劳作用。,《本草纲目》要点/现代药理参考
桃子,tao zi,食材,果品,温,甘、酸,肺;大肠,生津润肠;活血消积,津伤口渴;肠燥便秘,阴虚、血虚,适量为宜,糖尿病慎;内热慎,夏,鲜食,银耳;冰糖,鳖;烧酒,1-2个/日,——,营养成分丰富，含氨基酸、多糖及微量元素。,《本草纲目》要点/现代药理参考
桑叶,sang ye,中药材,利水渗湿,温,辛甘、酸涩,心;肝;肾;膀胱;脾;胃;肺;胆;大肠,疏风清热;清肺润燥,风热咳嗽;目赤,血虚、阳亢、阴虚火旺、平和、阳虚,过量慎用,阴虚火旺慎；高尿酸慎；孕妇慎；实热内盛慎,四季,先煎/外用/煎服/泡茶/研末冲服/炙用/冲服/后下/包煎,桑叶,——,——,1-3g/日,常用药理特性：具免疫调节、抗炎、抗氧化等作用。,《本草纲目》要点/现代药理参考
桑椹,sang shen,食材,果品,寒,甘,心;肝;肾,滋阴补血;生津润燥,阴虚血虚;津伤口渴,阴虚、血虚,适量为宜,脾虚便溏慎,夏,鲜食/熬膏,黑芝麻;蜂蜜,鸭蛋,20-30g/日,9-15g/日,营养成分丰富，含氨基酸、多糖及微量元素。,《本草纲目》要点/现代药理参考
桑葚干,sang shen gan,食材,花果茶类,寒,辛咸、辛甘,心;小肠;脾;胃;肝;肾;肺;胆,滋阴补血;润燥,头晕;便秘,血虚、阴虚、气滞、平和、湿热,适量使用;忌过量,脾虚湿盛慎；孕妇慎；实热内盛慎；阴虚火旺慎,四季,烹饪/泡饮/煮粥/凉拌/煲汤/煎服/炖煮,姜;米;红枣,辛辣;油腻,适量,——,常见食疗与草药条目，兼具调理与保健价值。,《本草纲目》要点/现代药理参考
桔梗,jie geng,中药材,祛风湿,凉,苦、甘,肾;肝;大肠;胃;心;小肠;肺;脾,宣肺祛痰;利咽排脓,咳嗽痰多;咽喉肿痛,阳亢、阴虚、气滞、痰湿、平和,过量慎用,实热内盛慎；脾虚湿盛慎；高尿酸慎；阴虚火旺慎,四季,研末冲服/包煎/先煎/煲汤/炙用/泡茶,桔梗,——,——,100-250g/餐,常用药理特性：具免疫调节、抗炎、抗氧化等作用。,《本草纲目》要点/现代药理参考
梅子,mei zi,食材,果品,平,酸,肝;脾;肺;大肠,敛肺止咳;涩肠止泻,久咳;久泻,气虚、阴虚,适量为宜,实热慎,夏,鲜食/腌制,冰糖;盐,——,3-5个/日,6-12g/日,营养成分丰富，含氨基酸、多糖及微量元素。,《本草纲目》要点/现代药理参考
梨,li,食材,果品,凉,甘酸,肺;胃,生津润燥;清热化痰,咳嗽痰多;热病烦渴,阴虚、痰湿、血虚、气虚、阳虚,适量为宜;忌过食,阴虚火旺慎；孕妇慎；脾虚湿盛慎；实热内盛慎,四季,鲜食/煮汤,姜;枸杞;蜂蜜,酒精;油炸,15-60g/日,——,食疗与营养兼顾：含多糖、黄酮、维生素等，具有抗氧化作用。,《本草纲目》要点/现代药理参考
梨枸杞水,li gou qi shui,食材,节令食疗方,温,辛咸、甘,肺;脾;胃;心;小肠;肝;胆;肾,润肺止咳;生津,秋燥咳嗽,血虚、阴虚、阳虚、平和、湿热,适量使用;忌过量,阴虚火旺慎；孕妇慎；脾虚湿盛慎；实热内盛慎,四季,煲汤/烹饪/炖煮/泡饮/煎服/凉拌,姜;米;红枣,辛辣;油腻,适量,——,常见食疗与草药条目，兼具调理与保健价值。,《本草纲目》要点/现代药理参考
樟脑,zhang nao,中药材,外用草药类,寒,酸涩、甘酸,肺;脾;胃;肾;肝;心;胆;小肠,通窍止痛;杀虫,鼻塞;疥癣,气虚、气滞、阳虚、痰湿、阴虚,适量使用;忌过量,实热内盛慎；孕妇慎；脾虚湿盛慎；阴虚火旺慎,四季,炖煮/煎服/熬膏/生食/蒸食/外用/泡茶,姜;葱;米,辛辣;油腻,——,6-15g/日,广泛用于日常食疗、药膳及复方中，兼具营养与药理特性。,《本草纲目》要点/现代药理参考
橘皮,ju pi,中药材,补益、外用草药类、矿物盐类,温,酸、辛,肝;肾;肺;心;小肠;脾;胃;胆,理气调中;燥湿化痰,脘腹胀满;痰多咳嗽,痰湿、湿热、气虚、平和、血虚,过量慎用,孕妇慎；阴虚火旺慎；脾虚湿盛慎；实热内盛慎,四季,煎服/生食/泡茶/研末/煲汤/先煎/冲服/后下/炙用,姜;枣;米,——,——,100-250g/餐,兼具药理与传统用途：具清热、止痛、抗菌或收敛作用。,《本草纲目》要点/现代药理参考
橘红,ju hong,中药材,化痰,温,苦;辛,肺;脾,散寒;燥湿;利气;消痰,风寒咳嗽;痰多色白;食积不化;恶心呕吐,痰湿、气滞、平和,阴虚、湿热,阴虚燥咳者慎;久咳气虚者慎,四季,煎服/泡茶,半夏;茯苓,——,——,3-10g/日,药食参考条目。专主化痰，力胜陈皮。,《中国药典》/《本草纲目》
款冬花,kuan dong hua,中药材,止咳化痰,温,辛;甘,肺,润肺下气;止咳化痰,新久咳嗽;喘咳痰多;劳嗽咳血,痰湿、阳虚、平和,阴虚、湿热,阴虚火旺;肺热燥咳者慎,四季,煎服/蜜炙,紫菀;杏仁,——,——,5-10g/日,药食参考条目。蜜炙后润肺止咳力强。,《中国药典》/《神农本草经》
没药,mo yao,中药材,外用草药类,平,酸涩、辛咸,肾;肝;肺;脾;胃;心;小肠;胆,活血止痛;消肿生肌,跌打损伤;疼痛,阴虚、气滞、血虚、阳虚、痰湿,适量使用;忌过量,脾虚湿盛慎；孕妇慎；阴虚火旺慎；实热内盛慎,四季,炖煮/熬膏/煲汤/蒸食/生食/外用/泡茶/煎服,姜;葱;米,辛辣;油腻,——,6-15g/日,广泛用于日常食疗、药膳及复方中，兼具营养与药理特性。,《本草纲目》要点/现代药理参考
油菜,you cai,食材,蔬菜,凉,辛、甘,肝;脾;肺,散血消肿;宽肠通便,痈肿;便秘,湿热、气滞,适量为宜,脾胃虚寒慎,春、冬,清炒/煮汤,香菇;豆腐;肉类,南瓜,100-200g/餐,——,营养成分丰富，含氨基酸、多糖及微量元素。,《本草纲目》要点/现代药理参考
泥鳅,ni qiu,动物类,鱼类,平,甘,脾;肝;肾,补中益气;祛湿,脾虚泄泻;黄疸,气虚、湿热,适量为宜,——,夏、秋,煮/炖/炒,豆腐;山药,狗肉;螃蟹,50-100g/餐,——,营养成分丰富，含氨基酸、多糖及微量元素。,《本草纲目》要点/现代药理参考
泽兰,ze lan,中药材,活血祛瘀,微温,辛;苦,肝;脾,活血祛瘀;行水消肿,月经不调;痛经;产后瘀滞腹痛;水肿,血瘀、湿热、平和,气虚、血虚,血虚无瘀者慎;孕妇慎,四季,煎服/入膳,当归;川芎,——,——,6-12g/日,药食参考条目。活血兼能利水。,《中国药典》/《神农本草经》
泽泻,ze xie,中药材,养阴,温,辛、辛甘,脾;胃;心;肝;肺;肾;胆;小肠,利水渗湿;泄热,小便不利;眩晕,气滞、血虚、平和、阴虚、气虚,过量慎用,脾虚湿盛慎；阴虚火旺慎；实热内盛慎,四季,先煎/后下/冲服/生食/泡茶/研末/煲汤/外用/煎服/炙用,姜;枣;米,——,——,6-15g/日,药食两用：具补益、安神或抗疲劳作用。,《本草纲目》要点/现代药理参考
洋葱,yang cong,食材,蔬菜,温,辛,肺;胃,理气宽中;发汗解表,感冒;食滞,平和、血虚、阳虚、气虚、阴虚,适量为宜;忌过食,实热内盛慎；阴虚火旺慎；孕妇慎；脾虚湿盛慎,四季,炒/炖,姜;枸杞;山药,酒精;油炸,100-250g/餐,——,营养学与食疗结合：具降脂、抗氧化、清热等功效。,《本草纲目》要点/现代药理参考
洛神花茶,luo shen hua cha,食材,花果茶类,平,苦、酸,肾;肝;肺;脾;胃;心;胆;小肠,清热降压;生津止渴,高血压;口干,血虚、阴虚、阳虚、湿热、痰湿,适量使用;忌过量,孕妇慎；实热内盛慎；阴虚火旺慎；脾虚湿盛慎,四季,烹饪/煮粥/泡饮/煲汤/凉拌/煎服/蒸食/炖煮,姜;米;红枣,辛辣;油腻,适量,——,常见食疗与草药条目，兼具调理与保健价值。,《本草纲目》要点/现代药理参考
浙贝母,zhe bei mu,中药材,化痰散结,凉,苦;甘,肺;心,清热化痰;散结消痈,风热咳嗽;痰火郁结;痈肿疮毒;瘰疬痰核,痰湿、湿热、平和,阳虚、脾虚,寒痰、湿痰者不宜;脾胃虚寒者慎,四季,煎服/研末冲服,瓜蒌;夏枯草,——,——,3-9g/日,药食参考条目。偏于清火散结。,《中国药典》/《本草正》
海参,hai shen,动物类,水产,温,咸,肾;心,补肾益精;养血润燥,体虚怕冷;术后调养,阴虚、阳虚、平和、血虚,新鲜适量;个体过敏慎,海鲜过敏慎；高尿酸慎,四季,小火久炖,生姜;枸杞;山药,过量油炸,100-250g/餐,——,营养学参考：高蛋白/矿物质/多糖/不饱和脂肪酸。,《本草纲目》要点/现代药理参考
海带,hai dai,食材,海产类,温,咸、辛,肝;胆;肾;肺;脾;胃;心;小肠,消痰软坚;利水,甲状腺肿;水肿,血虚、气滞、阳虚、平和、气虚,适量使用;忌过量,脾虚湿盛慎；实热内盛慎；孕妇慎；阴虚火旺慎,四季,熬膏/蒸食/泡茶/生食/外用/炖煮/煲汤/煎服,姜;葱;米,辛辣;油腻,15-60g/日,——,广泛用于日常食疗、药膳及复方中，兼具营养与药理特性。,《本草纲目》要点/现代药理参考
海藻,hai zao,食材,海产类,温,辛甘、辛,肝;胆;肺;脾;胃;心;小肠;肾,清热化痰;利水,瘰疬;水肿,平和、阳虚、血虚、气虚、气滞,适量使用;忌过量,实热内盛慎；阴虚火旺慎；孕妇慎；脾虚湿盛慎,四季,生食/煎服/炖煮/熬膏/煲汤/泡茶/蒸食/外用,姜;葱;米,辛辣;油腻,100-200g/餐,——,广泛用于日常食疗、药膳及复方中，兼具营养与药理特性。,《本草纲目》要点/现代药理参考
淫羊藿,yin yang huo,中药材,补肾阳,温,辛;甘,肝;肾,补肾壮阳;祛风除湿,肾阳不足;风湿痹痛,阳虚,阴虚火旺慎,——,冬,煎服,——,——,——,6-12g/日,黄酮类研究,中医方药
滑石,hua shi,中药材,木本花果类,寒,淡、辛甘,肺;脾;胃;肝;肾;心;小肠;胆,清热利湿;通淋止渴,小便不利;湿热泻痢,阴虚、血虚、湿热、阳虚、气虚,过量慎用,脾虚湿盛慎；孕妇慎；实热内盛慎；阴虚火旺慎,四季,先煎/冲服/生食/煎服/泡茶/研末/炙用/外用/后下/煲汤,姜;枣;米,——,——,1-3g/日,兼具药理与传统用途：具清热、止痛、抗菌或收敛作用。,《本草纲目》要点/现代药理参考
灵芝,ling zhi,中药材,安神,温,甘、辛,肺;脾;胃;肾;肝;心;胆;小肠,补气安神;止咳平喘,失眠健忘;虚劳咳喘,阳虚、阴虚、气滞、湿热、平和,适量使用;忌过量,实热内盛慎；阴虚火旺慎；孕妇慎；脾虚湿盛慎,四季,泡茶/煎服/煲汤/外用/生食/研末/泡饮,枸杞;红枣;蜂蜜,油腻;辛辣,——,15-60g/日,稀有/名贵药材或补益品，适合体虚调养与药膳配伍。,《本草纲目》要点/现代药理参考
