name_zh,name_pinyin,gate_category,subcategory,four_qi,five_flavors,meridians,primary_functions,indications,constitutions_suitable,constitutions_caution,contraindications,seasonality,prep_methods,pairing_good,pairing_bad,dietary_dosage,medicinal_dosage,modern_notes,source_ref
香瓜,xiang gua,食材,果品,寒,甘,胃;膀胱,清热解暑;利尿,暑热;小便不利,湿热、阴虚,适量为宜,脾胃虚寒慎,夏,生食,——,——,150-200g/餐,——,即甜瓜，夏季时令果，清热利尿。,现代营养学
山竹,shan zhu,食材,水果,寒,甘;微酸,肺;胃,清热降火;生津,热病;燥热,湿热,适量为宜,脾胃虚寒慎,夏,直食,——,——,3-5个/餐,——,水果皇后，清热降火，与榴莲相配。,现代营养学
榴莲,liu lian,食材,水果,热,甘,肝;肾;肺,温补肾阳;活血散寒,肾阳虚;寒性痛经,阳虚,适量为宜,湿热体质慎,夏,直食,——,——,100-150g/餐,——,水果之王，营养极丰富，但热性大。,现代营养学
人参果,ren shen guo,食材,水果,平,甘,脾;肺,健脾润肺;生津,脾肺虚弱;津伤,平和,适量为宜,——,秋、冬,直食,——,——,100-200g/餐,——,香瓜茄，营养均衡，老少皆宜。,现代营养学
生抽,sheng chou,食材,调味品复方类,平,咸,脾;胃,调味开胃;增鲜,食欲不振,平和,适量为宜,高血压慎;肾病慎,四季,调味,——,——,适量调味,——,酱油类调料，色浅味鲜，主要用于调色调味。,现代食品学
老抽,lao chou,食材,调味品复方类,平,咸;甘,脾;胃,调色增香;开胃,食欲不振,平和,适量为宜,高血压慎;肾病慎,四季,调味/上色,——,——,适量调味,——,酱油类调料，色深味浓，主要用于上色。,现代食品学
料酒,liao jiu,食材,调味品复方类,温,甘;辛,脾;胃,去腥增香;助消化,腥膻重味,平和、气滞,适量为宜,肝病慎;孕妇慎,四季,烹调去腥,——,——,适量调味,——,烹饪专用酒，去腥增香，提升菜品风味。,现代食品学
白酒,bai jiu,食材,调味品复方类,热,辛;甘,心;肝;肺;胃,温中散寒;活血通络,寒凝血瘀;风寒湿痹,阳虚、气滞,适量为宜,肝病禁;孕妇禁;高血压慎,四季,少量调味/药引,——,——,少量调味,——,蒸馏酒，性热助阳，可作药引，但需适量。,《本草纲目》/现代食品学
芝麻油,zhi ma you,食材,调味品复方类,平,甘,肝;肾,润燥滑肠;养血,肠燥便秘;血虚,阴虚、血虚、平和,适量为宜,脾虚便溏慎,四季,调味/拌菜,蒜泥;香菜,——,5-10ml/餐,——,香油，芝麻榨制，香味浓郁，润燥通便。,现代营养学
花生油,hua sheng you,食材,调味品复方类,平,甘,肺;脾,润肺健脾,肺燥;脾虚,平和,适量为宜,——,四季,烹调用油,——,——,15-25ml/餐,——,常用食用油，富含维生素E，适合炒菜。,现代营养学
菜籽油,cai zi you,食材,调味品复方类,平,甘,肺;脾,润燥,燥症,平和,适量为宜,——,四季,烹调用油,——,——,15-25ml/餐,——,植物油，芥酸含量需关注，适合高温烹调。,现代营养学
橄榄油,gan lan you,食材,调味品复方类,平,甘,肺;心,润燥护心;抗氧化,燥症;心血管病,平和、阴虚,适量为宜,——,四季,凉拌/低温烹调,蔬菜沙拉,——,10-20ml/餐,——,地中海饮食核心，富含单不饱和脂肪酸。,现代营养学
胡椒粉,hu jiao fen,食材,调味品复方类,热,辛,胃;大肠,温中散寒;下气,胃寒;腹胀,阳虚、气滞,适量为宜,阴虚火旺慎,四季,调味,——,——,少量调味,——,热性香料，温胃散寒，但易上火者慎用。,《本草纲目》/现代食品学
辣椒粉,la jiao fen,食材,调味品复方类,热,辛,心;胃,温中散寒;开胃,胃寒;食欲不振,阳虚、气滞,适量为宜,胃热者慎;痔疮慎,四季,调味,——,——,少量调味,——,热性调料，开胃助消化，但刺激性强。,现代食品学
孜然粉,zi ran fen,食材,调味品复方类,温,辛,脾;胃,温中健胃;理气,脾胃虚寒;气滞,阳虚、气滞,适量为宜,阴虚火旺慎,四季,调味,——,——,少量调味,——,中东香料，温胃理气，烧烤常用调料。,现代食品学
咖喱粉,ga li fen,食材,调味品复方类,温,辛,脾;胃,温中开胃;化湿,脾胃虚寒;湿阻,气滞、痰湿,适量为宜,胃热者慎,四季,调味,——,——,适量调味,——,复合香料，开胃化湿，但热性较强。,现代食品学
十三香,shi san xiang,食材,调味品复方类,温,辛,脾;胃,温中理气;开胃,脾胃虚寒;气滞,阳虚、气滞,适量为宜,阴虚火旺慎,四季,调味,——,——,少量调味,——,复合调料，温中开胃，但热性需注意。,现代食品学
鸡精,ji jing,食材,调味品复方类,平,鲜,脾;胃,调味增鲜;开胃,食欲不振,平和,适量为宜,高血压慎;痛风慎,四季,调味,——,——,少量调味,——,复合调味料，增鲜提味，但含嘌呤需注意。,现代食品学
蚝油,hao you,食材,调料,平,甘;咸,肾;肝,滋肾养肝,肾虚;肝血不足,平和,适量为宜,——,四季,调味,青菜;肉类,——,10-20ml/餐,——,牡蛎提取物，鲜味浓郁，粤菜之魂。,现代营养学
虾仁,xia ren,食材,海产类,温,甘,肾;肝,补肾壮阳;下乳,肾阳虚;产后乳少,阳虚、气虚,适量为宜,海鲜过敏禁;痛风慎,四季,炒/蒸/汤,韭菜;鸡蛋,维生素C,100-150g/餐,——,高蛋白低脂肪，补肾佳品，但过敏者慎食。,现代营养学
虾米,xia mi,食材,海产类,温,甘;咸,肾,补肾壮阳;开胃,肾虚;食欲不振,阳虚,适量为宜,高血压慎;痛风慎,四季,调味/炒菜,冬瓜;韭菜,——,20-30g/餐,——,干制品，营养浓缩，钙质丰富，调味佳品。,现代营养学
海虾,hai xia,食材,海产类,温,甘,肾;肝,补肾壮阳;通乳,肾阳虚;乳汁不足,阳虚,适量为宜,海鲜过敏禁;痛风慎,四季,炒/蒸/煮,姜;蒜,柿子,100-150g/餐,——,海水虾类，营养丰富，蛋白质含量高。,现代营养学
河虾,he xia,食材,海产类,温,甘,肾,补肾壮阳;通络,肾虚;筋骨软弱,阳虚,适量为宜,海鲜过敏禁,四季,炒/蒸/煮,韭菜;鸡蛋,——,100-150g/餐,——,淡水虾类，性温补肾，适合体虚者食用。,现代营养学
螃蟹肉,pang xie rou,食材,海产类,寒,咸,肝;胃,清热散瘀;续筋骨,热毒;跌打损伤,湿热,适量为宜,脾胃虚寒禁;孕妇慎,秋,蒸/煮,生姜;紫苏,柿子,100-150g/餐,——,秋季美味，清热散瘀，但寒性需配温性调料。,《本草纲目》/现代营养学
蟹黄,xie huang,食材,海产类,温,甘,肝;肾,滋阴补肾;养血,肾阴虚;血虚,阴虚、血虚,适量为宜,高胆固醇者慎;痛风慎,秋,蒸/炒,生姜,——,50-80g/餐,——,螃蟹精华，营养丰富，但胆固醇含量高。,现代营养学
鱿鱼,you yu,食材,海产类,平,甘,脾;肾,健脾益肾;养血,脾虚;肾虚;血虚,平和、气虚,适量为宜,海鲜过敏慎,四季,炒/煮/烤,洋葱;青椒,——,100-150g/餐,——,软体动物，富含蛋白质和矿物质。,现代营养学
墨鱼,mo yu,食材,海产类,平,咸,肝;肾,滋阴养血;收敛止血,阴虚;出血,阴虚、血虚,适量为宜,脾胃虚寒慎,四季,炒/炖/汤,排骨;冬瓜,——,100-150g/餐,——,即乌贼，滋阴补血，墨囊可入药。,《本草纲目》/现代营养学
海蜇,hai zhe,食材,海产类,平,咸,肝;肾,清热化痰;消积,痰热;积滞,湿热、痰湿,适量为宜,脾胃虚寒慎,夏,凉拌/炒,黄瓜;胡萝卜,——,100-150g/餐,——,水母制品，清热化痰，夏季佳品。,《本草纲目》/现代营养学
海蜇皮,hai zhe pi,食材,海产类,平,咸,肝;肾,清热平肝;化痰,肝阳上亢;痰多,湿热、阴虚,适量为宜,脾胃虚寒慎,夏,凉拌,香菜;蒜泥,——,80-120g/餐,——,海蜇外皮，口感爽脆，清热化痰。,现代营养学
章鱼,zhang yu,食材,海产类,平,甘,脾;肾,健脾益肾;养血,脾肾虚弱;血虚,平和、气虚,适量为宜,海鲜过敏慎,四季,炒/煮/烤,土豆;洋葱,——,100-150g/餐,——,八爪鱼，富含牛磺酸，营养价值高。,现代营养学
海胆,hai dan,食材,海产类,平,甘;咸,肾,补肾壮阳;养精血,肾虚;精血不足,阳虚、阴虚,适量为宜,海鲜过敏禁;痛风慎,四季,生食/蒸蛋,——,——,30-50g/餐,——,海洋珍品，补肾佳品，但腥味较重。,现代营养学
海螺,hai luo,食材,海产类,寒,甘,肝;肾,清热明目;滋阴,肝热目赤;阴虚,阴虚、湿热,适量为宜,脾胃虚寒慎,四季,煮/炒,生姜;蒜蓉,——,100-150g/餐,——,贝类，清热滋阴，但性寒需配温料。,现代营养学
龙胆草,long dan cao,中药材,清热燥湿,寒,苦,肝;胆;胃,清热燥湿;泻肝胆火,湿热黄疸;阴肿阴痒;带下;肝火目赤;耳聋,湿热、平和、气滞,脾虚、阳虚,脾胃虚寒泄泻者慎,四季,煎服/入膳,黄芩;栀子,——,——,3-6g/日,药食参考条目。大苦大寒，泻肝胆实火。,《中国药典》/《神农本草经》
瓜子,gua zi,食材,坚果籽仁,平,甘,肺;脾,润肺健脾;通便,肺燥;便秘,平和,适量为宜,——,四季,生食/炒食,——,——,20-30g/餐,——,葵花籽，富含维生素E，抗氧化佳品。,现代营养学
葵花籽,kui hua zi,食材,坚果籽仁,平,甘,肺;脾,润肺健脾;补虚,肺虚;脾虚,平和、气虚,适量为宜,——,四季,生食/炒食,——,——,20-30g/餐,——,向日葵种子，营养丰富，健脑益智。,现代营养学
南瓜子,nan gua zi,食材,坚果籽仁,平,甘,脾;胃,健脾益胃;驱虫,脾胃虚弱;蛔虫,平和,适量为宜,——,四季,生食/炒食,——,——,20-30g/餐,——,南瓜种子，驱虫健脾，前列腺保健。,现代营养学
腰果,yao guo,食材,坚果籽仁,平,甘,脾;肾,健脾补肾;润燥,脾肾虚弱;燥咳,平和、气虚,适量为宜,——,四季,生食/炒食,——,——,20-30g/餐,——,热带坚果，口感香甜，营养价值高。,现代营养学
开心果,kai xin guo,食材,坚果籽仁,温,甘,肺;脾,温肺健脾;开胃,肺脾虚寒;食欲不振,阳虚、气虚,适量为宜,阴虚火旺慎,四季,生食,——,——,15-20g/餐,——,干果之王，富含不饱和脂肪酸。,现代营养学
碧根果,bi gen guo,食材,坚果籽仁,温,甘,肾;肺,补肾润肺;健脑,肾虚;肺燥,阳虚、气虚,适量为宜,——,四季,生食,——,——,20-30g/餐,——,美洲山核桃，健脑益智效果佳。,现代营养学
夏威夷果,xia wei yi guo,食材,坚果籽仁,平,甘,脾;肾,健脾补肾;润燥,脾肾虚弱;皮肤干燥,平和,适量为宜,——,四季,生食,——,——,10-15g/餐,——,坚果皇后，富含单不饱和脂肪酸。,现代营养学
松子,song zi,食材,坚果籽仁,温,甘,肺;肝;大肠,润肺滑肠;养液,肺燥咳嗽;肠燥便秘,阴虚、平和,适量为宜,脾虚便溏慎,四季,生食/入菜,——,——,10-20g/餐,——,长寿果，润肺通便，延缓衰老。,《本草纲目》/现代营养学
榛子,zhen zi,食材,坚果籽仁,平,甘,脾;胃,健脾开胃;明目,脾胃虚弱;视力减退,平和,适量为宜,——,四季,生食/炒食,——,——,20-30g/餐,——,坚果之王，维生素E含量丰富。,现代营养学
巴旦木,ba dan mu,食材,坚果籽仁,平,甘,肺;脾,润肺健脾;美容,肺燥;脾虚,平和,适量为宜,——,四季,生食,——,——,15-25g/餐,——,扁桃仁，美容养颜，抗衰老佳品。,现代营养学
黑豆芽,hei dou ya,食材,豆类,平,甘,脾;肾,健脾补肾;活血,脾肾虚弱;血瘀,平和、阳虚,适量为宜,——,四季,炒/煮汤,韭菜;蒜蓉,——,100-150g/餐,——,黑豆发芽品，营养价值提升，补肾效果好。,现代营养学
绿豆芽,lv dou ya,食材,豆类,寒,甘,胃;膀胱,清热解毒;利水,热毒;水肿,湿热、平和,适量为宜,脾胃虚寒慎,春、夏,炒/凉拌,韭菜;蒜蓉,——,100-150g/餐,——,绿豆发芽品，清热解毒，夏季佳蔬。,现代营养学
豆腐,dou fu,食材,豆类,凉,甘,脾;胃;大肠,益气和中;生津润燥,脾胃虚弱;津液不足,平和、气虚,适量为宜,脾虚便溏慎,四季,炒/煮/炖,白菜;香菇,菠菜;茭白,100-150g/餐,——,大豆制品，植物蛋白丰富，易消化吸收。,现代营养学
豆浆,dou jiang,食材,豆类,平,甘,肺;脾;胃,润燥补虚;清肺化痰,肺燥;脾虚,平和、气虚,适量为宜,脾胃虚寒慎,四季,温热饮用,——,鸡蛋,200-300ml/次,——,液体豆腐，营养丰富，但需煮透饮用。,现代营养学
腐竹,fu zhu,食材,豆类,平,甘,肺;胃,清肺化痰;养胃,肺热痰多;胃阴不足,平和、阴虚,适量为宜,——,四季,炒/煮/凉拌,木耳;芹菜,——,50-80g/餐,——,豆腐皮制品，蛋白质含量高，口感独特。,现代营养学
豆皮,dou pi,食材,豆类,平,甘,脾;胃,健脾和胃,脾胃虚弱,平和,适量为宜,——,四季,炒/卷菜,肉丝;韭菜,——,50-80g/餐,——,豆腐制品，薄如纸张，适合包卷食用。,现代营养学
豆干,dou gan,食材,豆类,平,甘,脾;胃,健脾益气,脾胃虚弱;气虚,平和、气虚,适量为宜,——,四季,炒/卤制,芹菜;青椒,——,80-120g/餐,——,豆腐干制品，蛋白质浓缩，耐储存。,现代营养学
臭豆腐,chou dou fu,食材,豆类,寒,甘,脾;胃;大肠,清热解毒;开胃,热毒;食欲不振,湿热,适量为宜,脾胃虚寒慎,四季,炸/蒸,——,——,50-80g/餐,——,发酵豆制品，独特风味，清热开胃。,现代营养学
千张,qian zhang,食材,豆类,平,甘,脾;胃,健脾和胃,脾胃虚弱,平和,适量为宜,——,四季,炒/煮/卷菜,韭菜;肉丝,——,50-80g/餐,——,薄豆腐皮，层层叠叠，口感嫩滑。,现代营养学
鹅蛋,e dan,动物类,禽蛋,温,甘,肺;脾;肾,补中益气;温肾,中气不足;肾阳虚,阳虚、气虚,适量为宜,高胆固醇者慎,四季,煮/炒/蒸,——,——,1-2个/餐,——,禽蛋中最大者，营养丰富，温补效果好。,现代营养学
鸽蛋,ge dan,动物类,禽蛋,平,甘,肝;肾,补肝肾;益精气,肝肾不足;精气虚,平和、肾虚,适量为宜,——,四季,煮/蒸,——,——,3-5个/餐,——,动物人参，滋补佳品，老幼皆宜。,现代营养学
鱼肉,yu rou,动物类,鱼类,平,甘,脾;胃,健脾开胃;补虚,脾胃虚弱;体虚,平和、气虚,适量为宜,——,四季,蒸/煮/炖,豆腐;萝卜,——,100-150g/餐,——,泛指鱼类，优质蛋白，易消化吸收。,现代营养学
草鱼,cao yu,动物类,鱼类,温,甘,脾;胃,暖胃和中;平肝祛风,脾胃虚寒;肝阳上亢,阳虚、气虚,适量为宜,——,四季,红烧/清蒸,豆腐;冬瓜,——,100-150g/餐,——,四大家鱼之一，肉质鲜美，营养丰富。,现代营养学
带鱼肉,dai yu rou,动物类,鱼类,温,甘,脾;胃,补脾胃;益气血,脾胃虚弱;气血不足,气虚、阳虚,适量为宜,海鲜过敏慎,四季,红烧/清蒸,萝卜;豆腐,——,100-150g/餐,——,深海鱼类，DHA含量高，健脑益智。,现代营养学
黄鱼,huang yu,动物类,鱼类,平,甘,脾;胃,健脾开胃;安神,脾胃虚弱;失眠,平和、气虚,适量为宜,——,四季,清蒸/红烧,豆腐;冬瓜,——,100-150g/餐,——,海鱼，肉质鲜嫩，有大小黄鱼之分。,现代营养学
鳕鱼,xue yu,动物类,鱼类,平,甘,脾;肾,健脾补肾;益智,脾肾虚弱;智力发育,平和、肾虚,适量为宜,——,四季,清蒸/煎,柠檬;洋葱,——,100-150g/餐,——,深海鱼王，低脂高蛋白，儿童最爱。,现代营养学
三文鱼,san wen yu,动物类,鱼类,平,甘,心;脾,养心健脾;益智,心脾不足;记忆力减退,平和、气虚,适量为宜,——,四季,生食/煎/烤,芥末;生姜,——,100-150g/餐,——,优质深海鱼，Omega-3含量极高。,现代营养学
金枪鱼,jin qiang yu,动物类,鱼类,平,甘,心;肝,养心护肝;益智,心肝不足;智力发育,平和,适量为宜,重金属污染慎,四季,生食/煎,芥末;柠檬,——,80-120g/餐,——,海洋贵族，营养密度极高，但需注意产地。,现代营养学
小麦,xiao mai,食材,谷物,凉,甘,心;脾;肾,养心安神;健脾,心神不宁;脾虚,平和、气虚,适量为宜,——,四季,磨粉制面,——,——,50-100g/餐,——,主要粮食作物，制作面食的主要原料。,现代营养学
粳米,jing mi,食材,谷物,平,甘,脾;胃,健脾和胃;益气,脾胃虚弱;气虚,平和、气虚,适量为宜,——,四季,煮粥/蒸饭,红枣;山药,——,100-150g/餐,——,优质大米，营养丰富，易消化吸收。,现代营养学
小米粥,xiao mi zhou,食材,药膳饮品类,凉,甘;咸,脾;胃;肾,健脾和胃;滋肾,脾胃虚弱;肾虚,平和、气虚,适量为宜,——,四季,熬粥,红枣;莲子,——,200-300ml/餐,——,养胃佳品，营养丰富，老幼皆宜。,现代营养学
薏仁,yi ren,食材,谷物豆类,凉,甘;淡,脾;肺;胃,健脾渗湿;清热,脾虚湿盛;湿热,湿热、痰湿,适量为宜,孕妇慎,四季,煮粥/炖汤,红豆;山药,——,30-50g/餐,——,即薏苡仁，药食两用，祛湿佳品。,现代营养学
麦片,mai pian,食材,谷物,平,甘,脾;胃,健脾益胃;润肠,脾胃虚弱;便秘,平和,适量为宜,——,四季,冲泡/煮粥,牛奶;水果,——,30-50g/餐,——,燕麦制品，膳食纤维丰富，降脂降糖。,现代营养学
平菇,ping gu,食材,菌菇,平,甘,肺;胃,益气健胃;舒筋活络,体虚;筋骨不利,平和,适量为宜,——,四季,炒/汤,肉丝;鸡蛋,——,100-150g/餐,——,侧耳，性平和，老少皆宜。,现代营养学
金针菇,jin zhen gu,食材,菌菇,寒,甘,肝;胃,健胃开胃;益智,食积;智力发育,湿热、平和,适量为宜,脾胃虚寒慎,四季,涮/炒/汤,豆腐;白菜,——,100-150g/餐,——,益智菇，促进儿童智力发育。,现代营养学
杏鲍菇,xing bao gu,食材,菌菇,平,甘,脾;胃,健脾开胃;润肠,脾胃虚弱;便秘,平和,适量为宜,——,四季,炒/烤/炖,肉类,——,100-150g/餐,——,菌菇贵族，肉质厚实，口感似鲍鱼。,现代营养学
草菇,cao gu,食材,菌菇,寒,甘,胃;肝,清热开胃;解毒,暑热;食积,湿热,适量为宜,脾胃虚寒慎,夏,炒/汤,青菜,——,100-150g/餐,——,夏季菌菇，清热解暑。,现代营养学
茶树菇,cha shu gu,食材,菌菇,平,甘,脾;肾,健脾补肾;利尿,脾肾虚弱;水肿,平和、肾虚,适量为宜,——,四季,炒/炖/汤,排骨;鸡肉,——,50-100g/餐,——,柱状菌，营养价值高，药用价值好。,现代营养学
白玉菇,bai yu gu,食材,菌菇,平,甘,肺;胃,润肺养胃;美容,肺燥;胃阴不足,平和、阴虚,适量为宜,——,四季,炒/汤,——,——,100-150g/餐,——,白色小菇，质地嫩滑，美容养颜。,现代营养学
蟹味菇,xie wei gu,食材,菌菇,平,甘,脾;胃,健脾开胃,脾胃虚弱,平和,适量为宜,——,四季,炒/汤,——,——,100-150g/餐,——,海鲜菇，有蟹肉鲜味，口感独特。,现代营养学
秀珍菇,xiu zhen gu,食材,菌菇,平,甘,肺;胃,润肺养胃,肺燥;胃阴虚,平和,适量为宜,——,四季,炒/汤,——,——,100-150g/餐,——,珍珠菇，质地脆嫩，营养丰富。,现代营养学
滑菇,hua gu,食材,菌菇,平,甘,脾;胃,健脾开胃;滑肠,脾胃虚弱;便秘,平和,适量为宜,——,四季,炒/汤,——,——,100-150g/餐,——,光帽鳞伞，表面滑腻，口感滑嫩。,现代营养学
猴头菇,hou tou gu,食材,菌菇,平,甘,脾;胃,健胃助消化;抗癌,胃病;消化不良,平和、气虚,适量为宜,——,四季,炖/煮汤,鸡肉;排骨,——,50-100g/餐,——,菌中珍品，养胃佳品，有抗癌作用。,现代营养学
牛肝菌,niu gan jun,食材,菌菇,平,甘,肝;脾,养肝健脾;明目,肝脾不足;视力减退,平和,适量为宜,——,夏、秋,炒/炖,——,——,50-100g/餐,——,野生珍菌，营养丰富，味道鲜美。,现代营养学
羊肚菌,yang du jun,食材,菌菇,平,甘,脾;胃,健脾养胃;补肾,脾胃虚弱;肾虚,平和、肾虚,适量为宜,——,春,炖/炒,鸡肉,——,20-30g/餐,——,菌中珍品，春季佳肴，滋补效果好。,现代营养学
白木耳,bai mu er,食材,菌菇,平,甘;淡,肺;胃;肾,润肺养胃;滋阴,肺燥;胃阴虚;肾阴虚,阴虚,适量为宜,——,四季,炖汤/凉拌,莲子;百合,——,30-50g/餐,——,银耳，滋阴润燥，美容养颜佳品。,《本草纲目》/现代营养学
榛蘑,zhen mo,食材,菌菇,平,甘,脾;胃,健脾开胃;补虚,脾胃虚弱;体虚,平和,适量为宜,——,秋,炖/炒,鸡肉,——,50-100g/餐,——,东北特产，小鸡炖蘑菇主角。,现代营养学
口蘑,kou mo,食材,菌菇,平,甘,脾;胃,健脾开胃,脾胃虚弱,平和,适量为宜,——,夏、秋,炒/汤,——,——,100-150g/餐,——,白蘑菇，口感鲜美，营养价值高。,现代营养学
鸡腿菇,ji tui gu,食材,菌菇,平,甘,脾;胃,健脾开胃;降血糖,脾胃虚弱;糖尿病,平和,适量为宜,——,四季,炒/炖,——,——,100-150g/餐,——,毛头鬼伞，形似鸡腿，有降糖作用。,现代营养学
双孢菇,shuang bao gu,食材,菌菇,平,甘,脾;胃,健脾开胃,脾胃虚弱,平和,适量为宜,——,四季,炒/汤,——,——,100-150g/餐,——,洋蘑菇，世界性栽培菌。,现代营养学
花菇,hua gu,食材,菌菇,平,甘,胃;肝,健胃益气;降胆固醇,食欲不振;高胆固醇,平和,适量为宜,——,四季,炖/炒,鸡肉,——,30-50g/餐,——,香菇中的极品，营养价值最高。,现代营养学
冬菇,dong gu,食材,菌菇,平,甘,脾;胃,健脾开胃;补气,脾胃虚弱;气虚,平和、气虚,适量为宜,——,冬,炖/汤,排骨;鸡肉,——,30-50g/餐,——,冬季香菇，质地厚实，营养丰富。,现代营养学
凤尾菇,feng wei gu,食材,菌菇,平,甘,脾;胃,健脾开胃,脾胃虚弱,平和,适量为宜,——,四季,炒/汤,——,——,100-150g/餐,——,侧耳科，形似凤尾，口感鲜美。,现代营养学
酸奶,suan nai,食材,乳品,凉,甘;酸,脾;胃,健脾助消化;润肠,消化不良;便秘,平和、湿热,适量为宜,脾胃虚寒慎,四季,直饮/调味,水果;坚果,——,100-200ml/次,——,发酵乳制品，益生菌丰富，助消化。,现代营养学
奶酪,nai lao,食材,乳品,平,甘,脾;肾,健脾补肾;强骨,脾肾虚弱;骨质疏松,平和,适量为宜,乳糖不耐慎,四季,直食/烘焙,面包;红酒,——,30-50g/餐,——,浓缩牛奶精华，钙质丰富，营养密度高。,现代营养学
马苏里拉,ma su li la,食材,乳品,平,甘,脾,健脾,脾虚,平和,适量为宜,——,四季,烘焙/直食,番茄;罗勒,——,30-50g/餐,——,意式奶酪，制作披萨的经典原料。,现代营养学
黄油,huang you,食材,乳品,温,甘,肺;脾,润肺健脾;补虚,肺燥;脾虚,阳虚,适量为宜,高血脂慎,四季,烘焙/调味,面包,——,10-20g/餐,——,牛奶脂肪，烘焙必备，但热量较高。,现代营养学
奶油,nai you,食材,乳品,温,甘,肺;脾,润肺补脾,肺燥;脾虚,阳虚,适量为宜,高血脂慎,四季,烘焙/调味,蛋糕;咖啡,——,20-30g/餐,——,乳脂制品，口感香滑，热量很高。,现代营养学
炼乳,lian ru,食材,乳品,温,甘,脾;肺,健脾润肺,脾肺虚弱,气虚,适量为宜,糖尿病慎,四季,调味/直食,咖啡;茶,——,20-30g/次,——,浓缩甜奶，营养丰富但糖分高。,现代营养学
奶粉,nai fen,食材,乳品,平,甘,脾;肺,健脾润肺;补虚,脾肺虚弱;营养不良,平和、气虚,适量为宜,——,四季,冲调,——,——,25-30g/次,——,干燥牛奶，便于储存，营养全面。,现代营养学
驴奶,lv nai,食材,乳品,平,甘,肺;脾;肾,润肺健脾;滋肾,肺脾肾虚,平和,适量为宜,——,四季,直饮,——,——,200ml/次,——,珍贵乳品，营养成分接近人乳。,现代营养学
马奶,ma nai,食材,乳品,凉,甘;微酸,肺;胃,清肺润燥;助消化,肺热;消化不良,湿热,适量为宜,脾胃虚寒慎,夏,发酵饮用,——,——,200ml/次,——,草原特色，制作马奶酒的原料。,现代营养学
酪酸菌奶,lao suan jun nai,食材,乳品,平,甘;酸,脾;胃,健脾整肠;增免疫,肠道紊乱;免疫力低,平和,适量为宜,——,四季,直饮,——,——,100-200ml/次,——,功能性乳品，含特殊益生菌。,现代营养学
低脂奶,di zhi nai,食材,乳品,平,甘,脾;肺,健脾润肺,脾肺虚弱,平和,适量为宜,——,四季,直饮,——,——,200-300ml/次,——,脱脂或部分脱脂牛奶，热量较低。,现代营养学
全脂奶,quan zhi nai,食材,乳品,平,甘,脾;肺;肾,健脾润肺;补肾,脾肺肾虚,平和,适量为宜,高血脂慎,四季,直饮/烹调,麦片;咖啡,——,200-300ml/次,——,完整牛奶，营养全面，口感醇厚。,现代营养学
