name_zh,name_pinyin,gate_category,subcategory,four_qi,five_flavors,meridians,primary_functions,indications,constitutions_suitable,constitutions_caution,contraindications,seasonality,prep_methods,pairing_good,pairing_bad,dietary_dosage,medicinal_dosage,modern_notes,source_ref
奶昔,nai xi,食材,乳品,凉,甘,脾;胃,健脾开胃,食欲不振,平和,适量为宜,糖尿病慎,四季,直饮,水果,——,200-300ml/次,——,牛奶与水果调制，口感丰富。,现代营养学
布丁,bu ding,食材,乳品,平,甘,脾,健脾,脾虚,平和,适量为宜,糖尿病慎,四季,直食,——,——,100-150g/次,——,奶制甜品，口感滑嫩。,现代营养学
芝士,zhi shi,食材,乳品,平,甘,脾;肾,健脾补肾,脾肾虚弱,平和,适量为宜,——,四季,直食/烘焙,饼干;面包,——,30-50g/餐,——,即奶酪，浓缩乳制品。,现代营养学
乳清蛋白,ru qing dan bai,食材,乳品,平,甘,脾;肾,健脾补肾;增肌,脾肾虚弱;肌肉不足,平和,适量为宜,——,四季,冲调,——,——,25-30g/次,——,高品质蛋白质，健身人群首选。,现代营养学
酸奶酪,suan nai lao,食材,乳品,凉,甘;酸,脾;胃,健脾助消化,脾胃虚弱;消化不良,平和,适量为宜,脾胃虚寒慎,四季,直食,蜂蜜;坚果,——,100-150g/次,——,发酵奶制品，酸甜可口。,现代营养学
绿茶,lv cha,食材,茶类,寒,苦;甘,心;肺;胃,清热解毒;生津止渴,热病;津伤,湿热、阴虚,适量为宜,脾胃虚寒慎,夏,泡饮,柠檬;薄荷,——,3-5g/泡,——,未发酵茶，清香淡雅，抗氧化强。,《茶经》/现代营养学
白茶,bai cha,食材,茶类,凉,甘;淡,肺;胃,清热润肺;解毒,肺热;热毒,湿热、阴虚,适量饮用,脾胃虚寒慎,夏,泡饮,——,——,3-5g/泡,——,轻微发酵茶，清淡甘甜，退热良药。,《茶经》/现代营养学
黄茶,huang cha,食材,茶类,平,甘;苦,脾;胃,健脾助消化,脾胃不和;消化不良,平和,适量饮用,——,四季,泡饮,——,——,3-5g/泡,——,轻发酵茶，黄汤黄叶，香气清悦。,《茶经》/现代营养学
黑茶,hei cha,食材,茶类,温,苦;甘,脾;胃,温胃消食;降脂,脾胃虚寒;高血脂,阳虚,适量饮用,——,冬,煮饮,奶;盐,——,5-10g/泡,——,后发酵茶，陈香醇厚，暖胃消食。,《茶经》/现代营养学
普洱茶,pu er cha,食材,茶类,平,苦;甘,脾;胃,消食化积;降脂减肥,食积;肥胖;高血脂,平和、痰湿,适量饮用,——,四季,泡饮/煮饮,——,——,5-8g/泡,——,后发酵茶，越陈越香，减肥消脂。,《茶经》/现代营养学
铁观音,tie guan yin,食材,茶类,平,苦;甘,心;肝;胃,清心明目;消食,心烦;食积,平和,适量饮用,——,四季,泡饮,——,——,5-8g/泡,——,乌龙茶极品，兰花香气，回甘持久。,《茶经》/现代营养学
龙井茶,long jing cha,食材,茶类,寒,苦;甘,心;肺,清热生津;明目,热病;目赤,湿热,适量饮用,脾胃虚寒慎,春、夏,泡饮,——,——,3-5g/泡,——,绿茶名品，色绿香郁，西湖龙井最著名。,《茶经》/现代营养学
碧螺春,bi luo chun,食材,茶类,寒,苦;甘,心;肺,清热解毒;生津,热病;津伤,湿热,适量饮用,脾胃虚寒慎,春、夏,泡饮,——,——,3g/泡,——,绿茶珍品，卷曲呈螺，花果香浓。,《茶经》/现代营养学
茉莉花茶,mo li hua cha,食材,茶类,平,甘;香,肝;脾;胃,疏肝理气;和胃,肝郁;胃胀,平和、气郁,适量饮用,——,四季,泡饮,——,——,3-5g/泡,——,花茶之王，茉莉花香与茶味完美结合。,《茶经》/现代营养学
柠檬茶,ning meng cha,食材,茶类,凉,酸;甘,肝;胃,生津止渴;化痰,津伤;痰多,湿热,适量饮用,胃酸过多慎,夏,泡饮,蜂蜜;薄荷,——,2-3片/泡,——,维C丰富，生津解腥，美白佳品。,现代营养学
薄荷茶,bo he cha,食材,茶类,凉,辛;凉,肺;肝,疏风清热;利咽,风热感冒;咽痛,湿热、风热,适量饮用,体虚多汗慎,夏,泡饮,柠檬;蜂蜜,——,3-5g/泡,——,清凉薄荷，疏风散热，清新口气。,《本草纲目》/现代营养学
蜂蜜柚子茶,feng mi you zi cha,食材,茶类,凉,甘;酸,肺;胃,润肺止咳;化痰,肺燥咳嗽;痰多,阴虚、燥热,适量饮用,脾胃虚寒慎,秋、冬,冲饮,——,——,20-30g/杯,——,韩式茶饮，润燥化痰，美容养颜。,现代营养学
柠檬蜂蜜茶,ning meng feng mi cha,食材,茶类,平,甘;酸,肺;胃,润肺生津;解毒,肺燥;津伤,阴虚,适量饮用,糖尿病慎,四季,冲饮,——,——,1勺蜂蜜+2片柠檬,——,天然饮品，润燥生津，增强免疫。,现代营养学
大麦茶,da mai cha,食材,茶类,凉,甘,脾;胃,健脾消食;清热,食积;暑热,湿热,适量饮用,脾胃虚寒慎,夏,煮饮,——,——,10-15g/泡,——,韩式茶饮，消食解腻，夏日佳品。,现代营养学
荞麦茶,qiao mai cha,食材,茶类,凉,甘;苦,脾;胃,健脾消食;降血糖,食积;糖尿病,湿热、平和,适量饮用,脾胃虚寒慎,四季,泡饮,——,——,5-10g/泡,——,无咖啡因，降糖降压，适合三高人群。,现代营养学
决明子茶,jue ming zi cha,食材,茶类,微寒,甘;苦;咸,肝;肾;大肠,清肝明目;润肠通便,肝火目赤;便秘,湿热、肝火,适量饮用,脾虚便溏慎,夏,泡饮,枸杞,——,10-15g/泡,——,明目佳品，润肠通便，但不宜久用。,《本草纲目》/现代营养学
冰糖,bing tang,食材,糖类,平,甘,脾;肺,润肺止咳;补中益气,肺燥咳嗽;中气不足,平和、气虚,适量为宜,糖尿病禁,四季,调味/炖煮,梨;银耳,——,10-20g/次,——,润肺佳品，炖品常用，清甜不腻。,《本草纲目》/现代营养学
白糖,bai tang,食材,糖类,平,甘,脾;肺,补中益气;润肺,中气不足;肺燥,平和,适量为宜,糖尿病禁,四季,调味,——,——,5-10g/次,——,最常用糖类，提供快速能量。,现代营养学
麦芽糖,mai ya tang,食材,糖类,温,甘,脾;胃,健脾益胃;润肺止咳,脾胃虚弱;肺燥咳嗽,脾虚、气虚,适量为宜,糖尿病禁,四季,直食/调味,——,——,10-20g/次,——,饴糖，传统糖果，健脾润肺。,《本草纲目》/现代营养学
木糖醇,mu tang chun,食材,糖类,平,甘,脾,健脾,脾虚,平和,适量为宜,多食腹泻,四季,调味,——,——,5-10g/次,——,代糖，不升血糖，护齿作用。,现代营养学
果糖,guo tang,食材,糖类,平,甘,脾;肝,健脾,脾虚,平和,适量为宜,果糖不耐慎,四季,调味,——,——,5-10g/次,——,天然果糖，甜度高，代谢不同于葡萄糖。,现代营养学
葡萄糖,pu tao tang,食材,糖类,平,甘,脾,补中益气;快速供能,低血糖;体力不支,平和,适量为宜,糖尿病禁,四季,冲饮,——,——,10-20g/次,——,最简单糖类，快速提供能量。,现代营养学
蔗糖,zhe tang,食材,糖类,平,甘,脾,补中益气,中气不足,平和,适量为宜,糖尿病禁,四季,调味,——,——,5-10g/次,——,即白糖，甘蔗提取的双糖。,现代营养学
黑糖,hei tang,食材,糖类,温,甘,肝;脾,补血健脾;活血,血虚;脾虚,血虚,适量为宜,糖尿病禁,冬,调味/冲饮,生姜,——,10-20g/次,——,未精制蔗糖，保留更多营养成分。,现代营养学
椰糖,ye tang,食材,糖类,平,甘,脾,健脾,脾虚,平和,适量为宜,糖尿病慎,四季,调味,——,——,10-15g/次,——,椰子花汁制成，天然低升糖指数。,现代营养学
枫糖,feng tang,食材,糖类,平,甘,脾;肺,健脾润肺,脾肺虚弱,平和,适量为宜,糖尿病慎,四季,调味,——,——,10-15g/次,——,枫树汁制成，独特风味，营养丰富。,现代营养学
甜菊糖,tian ju tang,食材,糖类,平,甘,脾,健脾,脾虚,平和,适量为宜,——,四季,调味,——,——,少量即可,——,天然甜味剂，甜度极高，几乎无热量。,现代营养学
阿斯巴甜,a si ba tian,食材,糖类,平,甘,——,代糖,——,平和,限量使用,苯丙酮尿症禁,四季,调味,——,——,少量即可,——,人工甜味剂，甜度极高，无热量。,现代营养学
赤藓糖醇,chi xian tang chun,食材,糖类,平,甘,脾,健脾,脾虚,平和,适量为宜,——,四季,调味,——,——,10-20g/次,——,天然代糖，口感接近蔗糖，几乎不被吸收。,现代营养学
茼蒿,tong hao,食材,蔬菜,平,甘;辛,脾;胃,和胃健脾;消食,脾胃不和;食积,平和,适量为宜,——,春、秋,炒/涮/汤,蒜;香菇,——,100-150g/餐,——,皇帝菜，特殊香味，营养丰富。,现代营养学
菜心,cai xin,食材,蔬菜,平,甘,肺;胃,润肺清胃,肺胃燥热,平和,适量为宜,——,春、秋,炒/汤,蒜;生抽,——,100-150g/餐,——,广东菜心，嫩滑清甜，营养价值高。,现代营养学
芥蓝,gai lan,食材,蔬菜,寒,甘;苦,肺;胃,清肺热;利咽喉,肺热;咽痛,湿热,适量为宜,脾胃虚寒慎,春、夏,炒,蒜;蚝油,——,100-150g/餐,——,芥蓝菜，清热降火，粤菜常用。,现代营养学
蚕豆苗,can dou miao,食材,蔬菜,平,甘,脾;肾,健脾补肾,脾肾虚弱,平和,适量为宜,——,春,炒,蒜,——,100-150g/餐,——,蚕豆嫩苗，营养丰富，春季珍蔬。,现代营养学
苦菊,ku ju,食材,蔬菜,寒,苦,心;肝;脾,清心火;解热毒,心火;热毒,湿热、肝火,适量为宜,脾胃虚寒慎,夏,凉拌,蒜;醋,——,50-100g/餐,——,苦味野菜，清热降火，凉拌佳品。,现代营养学
水菠菜,shui bo cai,食材,蔬菜,寒,甘,胃;大肠,清热利湿;凉血,热病;血热,湿热,适量为宜,脾胃虚寒慎,夏,炒,蒜,——,100-200g/餐,——,即空心菜，夏季清热蔬菜。,现代营养学
荠菜,qi cai,食材,蔬菜,凉,甘,肝;脾;肺,凉血止血;清肝明目,血热出血;肝火目赤,血热、肝火,适量为宜,脾胃虚寒慎,春,炒/包饺子,——,——,100-150g/餐,——,野菜之王，止血明目，春季佳蔬。,《本草纲目》/现代营养学
马齿苋,ma chi xian,食材,蔬菜,寒,酸,大肠;肝,清热解毒;凉血止血,热毒;痢疾;出血,湿热,适量为宜,孕妇慎,夏,凉拌/炒,蒜;醋,——,50-100g/餐,——,长寿菜，清热解毒，夏季野菜。,《本草纲目》/现代营养学
苦瓜叶,ku gua ye,食材,蔬菜,寒,苦,心;肝;脾;肺,清热解毒;明目,热病;目赤,湿热,适量为宜,脾胃虚寒慎,夏,炒/汤,蒜,——,100-150g/餐,——,苦瓜嫩叶，清热效果比苦瓜更强。,现代营养学
地瓜叶,di gua ye,食材,蔬菜,平,甘,脾;胃,健脾养胃;润肠,脾胃虚弱;便秘,平和,适量为宜,——,夏、秋,炒,蒜;辣椒,——,100-200g/餐,——,红薯叶，营养丰富，被誉为蔬菜皇后。,现代营养学
南瓜藤,nan gua teng,食材,蔬菜,平,甘,脾;胃,健脾和胃,脾胃虚弱,平和,适量为宜,——,夏,炒,蒜,——,100-150g/餐,——,南瓜嫩藤，口感清脆，夏季时蔬。,现代营养学
冬瓜藤,dong gua teng,食材,蔬菜,寒,甘;淡,膀胱;小肠,利水消肿;清热,水肿;热病,湿热,适量为宜,脾胃虚寒慎,夏,炒/汤,蒜,——,100-150g/餐,——,冬瓜嫩藤，清热利水，夏季佳蔬。,现代营养学
丝瓜叶,si gua ye,食材,蔬菜,寒,甘,肺;胃,清热化痰;利尿,热痰;小便不利,湿热,适量为宜,脾胃虚寒慎,夏,炒/汤,蒜,——,100-150g/餐,——,丝瓜嫩叶，清热化痰，夏季时蔬。,现代营养学
芹菜叶,qin cai ye,食材,蔬菜,凉,甘;苦,肝;肺;胃,平肝清热;利尿,肝阳上亢;水肿,肝火、湿热,适量为宜,脾胃虚寒慎,春、夏,炒/凉拌,——,——,50-100g/餐,——,芹菜叶比茎营养更丰富，不应丢弃。,现代营养学
萝卜缨,luo bo ying,食材,蔬菜,平,甘;辛,肺;胃,理气化痰;消食,痰多;食积,平和,适量为宜,——,秋、冬,凉拌/炒,——,——,100-150g/餐,——,萝卜叶，营养丰富，钙含量高。,现代营养学
胡萝卜缨,hu luo bo ying,食材,蔬菜,平,甘,肝;脾,明目健脾,目昏;脾虚,平和,适量为宜,——,秋、冬,凉拌/炒,——,——,100-150g/餐,——,胡萝卜叶，胡萝卜素含量极高。,现代营养学
苜蓿芽,mu xu ya,食材,蔬菜,凉,甘,肝;胃,清肝热;和胃,肝热;胃热,湿热,适量为宜,脾胃虚寒慎,春、夏,凉拌/炒,——,——,100-150g/餐,——,苜蓿嫩芽，营养价值高，清淡爽口。,现代营养学
红薯梗,hong shu geng,食材,蔬菜,平,甘,脾;胃,健脾和胃,脾胃虚弱,平和,适量为宜,——,夏、秋,炒,蒜;辣椒,——,100-150g/餐,——,红薯茎，去皮后炒食，口感爽脆。,现代营养学
牛油果,niu you guo,食材,水果,平,甘,肺;大肠,润肺润肠,肺燥;便秘,平和、阴虚,适量为宜,肥胖慎食,四季,直食/调理,——,——,半个/餐,——,鳄梨，富含不饱和脂肪酸，美容佳果。,现代营养学
百香果,bai xiang guo,食材,水果,平,甘;酸,肺;胃,生津止渴;化痰,津伤;痰多,平和,适量为宜,——,夏、秋,直食/饮品,蜂蜜,——,2-3个/餐,——,西番莲果，香味浓郁，维C丰富。,现代营养学
莲雾,lian wu,食材,水果,凉,甘,肺;胃,润肺清胃;利尿,肺胃燥热;小便不利,湿热,适量为宜,脾胃虚寒慎,夏,直食,——,——,3-5个/餐,——,台湾特产，清甜多汁，解渴佳果。,现代营养学
番石榴,fan shi liu,食材,水果,温,甘;涩,胃;肾,健胃止泻;固肾,脾胃虚弱;腹泻,脾虚,适量为宜,便秘者慎,秋、冬,直食,——,——,1个/餐,——,芭乐，维C含量极高，健胃固肠。,现代营养学
红毛丹,hong mao dan,食材,水果,温,甘,脾;肾,健脾补肾;益气,脾肾虚弱;气虚,阳虚,适量为宜,湿热慎食,夏,直食,——,——,5-8个/餐,——,热带水果，外形独特，温补效果好。,现代营养学
杨桃,yang tao,食材,水果,寒,甘;酸,肺;胃;膀胱,清热生津;利尿,热病;小便不利,湿热,适量为宜,肾病患者慎,夏、秋,直食,——,——,1-2个/餐,——,五敛子，生津止渴，但含草酸较多。,现代营养学
黑布林,hei bu lin,食材,水果,平,甘;酸,肝;肾,养肝补肾;生津,肝肾阴虚;津伤,阴虚,适量为宜,脾胃虚寒慎,夏,直食,——,——,3-5个/餐,——,黑李子，营养丰富，抗氧化能力强。,现代营养学
青梅,qing mei,食材,水果,平,酸,肝;脾;肺,生津止渴;敛肺止咳,津伤;久咳,平和,适量为宜,胃酸过多慎,夏,加工食用,——,——,1-2个/次,——,未熟梅子，多制成话梅、梅干等。,《本草纲目》
酸枣,suan zao,食材,水果,平,甘;酸,心;肝;胆,养心安神;敛汗,心神不安;虚汗,血虚、心神不宁,适量为宜,——,秋,直食/入药,——,——,10-20g/次,——,野生小枣，安神效果显著。,《本草纲目》/现代营养学
野生蓝莓,ye sheng lan mei,食材,水果,平,甘;微酸,肝;肺,明目护肝;抗氧化,视力减退;肝损伤,平和,适量为宜,——,夏,直食,——,——,50-100g/餐,——,花青素含量极高，护眼佳品。,现代营养学
黑加仑,hei jia lun,食材,水果,平,甘;酸,肝;肾,补肝肾;明目,肝肾不足;视力减退,阴虚,适量为宜,——,夏,直食,——,——,50-100g/餐,——,黑穗醋栗，营养密度极高，抗衰老。,现代营养学
蔓越莓,man yue mei,食材,水果,凉,甘;微酸,膀胱;肾,利尿;抗菌,尿路感染;膀胱炎,湿热,适量为宜,——,秋,直食/干品,——,——,30-50g/次,——,小红莓，预防尿路感染效果显著。,现代营养学
醋栗,cu li,食材,水果,凉,甘;酸,肝;胃,清肝热;助消化,肝热;消化不良,湿热,适量为宜,脾胃虚寒慎,夏,直食,——,——,50-100g/餐,——,灯笼果，酸甜可口，维C含量高。,现代营养学
沙棘,sha ji,食材,水果,温,甘;酸,脾;胃;肺,健脾止咳;活血,脾胃虚弱;咳嗽;血瘀,脾虚、血瘀,适量为宜,——,秋,加工食用,——,——,30-50g/次,——,维生素宝库，营养价值极高。,现代营养学
枸杞,gou qi,食材,水果,平,甘,肝;肾;肺,滋补肝肾;明目,肝肾阴虚;视力减退,阴虚,适量为宜,脾虚湿滞慎,四季,泡茶/煲汤,菊花;红枣,——,10-15g/次,——,红宝石，滋补佳品，药食两用。,《本草纲目》/现代营养学
豆豉,dou chi,食材,调料,平,苦;辛,肺;胃,解表散寒;宣肺,风寒感冒;胸闷,平和,适量为宜,——,四季,调味/炒制,青椒;肉类,——,10-20g/餐,——,发酵黑豆，特殊香味，粤菜常用。,《本草纲目》/现代营养学
腐乳,fu ru,食材,调料,平,甘;咸,脾;胃,健脾开胃,食欲不振,平和,适量为宜,高血压慎,四季,调味,通菜;猪肉,——,1-2块/餐,——,发酵豆腐，独特鲜味，开胃佳品。,现代营养学
鱼露,yu lu,食材,调料,平,咸;鲜,脾;胃,开胃,食欲不振,平和,适量为宜,高血压慎,四季,调味,蔬菜;海鲜,——,5-10ml/餐,——,鱼类发酵调料，东南亚菜必备。,现代营养学
海鲜酱,hai xian jiang,食材,调料,平,咸;鲜,肾,滋肾,肾虚,平和,适量为宜,高血压慎,四季,调味,蔬菜;豆腐,——,10-15ml/餐,——,虾米虾籽制成，海鲜风味浓郁。,现代营养学
沙茶酱,sha cha jiang,食材,调料,温,甘;辛,脾;胃,温胃散寒;开胃,胃寒;食欲不振,阳虚,适量为宜,——,四季,调味/蘸料,牛肉;羊肉,——,15-20g/餐,——,南洋风味，多种香料调制，火锅必备。,现代营养学
XO酱,XO jiang,食材,调料,温,甘;辛;咸,脾;胃,开胃健脾,脾胃虚弱,平和,适量为宜,高血压慎,四季,调味,海鲜;面条,——,10-15g/餐,——,高级调味品，干贝瑶柱制成，香港特色。,现代营养学
鲍鱼汁,bao yu zhi,食材,调料,平,甘;咸,肝;肾,滋肝肾,肝肾不足,平和,适量为宜,——,四季,调味,蔬菜;豆腐,——,15-20ml/餐,——,鲍鱼提取调料，高档菜品调味。,现代营养学
叉烧酱,cha shao jiang,食材,调料,平,甘;咸,脾;胃,健脾开胃,脾胃虚弱,平和,适量为宜,糖尿病慎,四季,腌制/调味,猪肉,——,20-30g/餐,——,粤式烧味调料，制作叉烧必备。,现代营养学
海苔,hai tai,食材,调料,寒,甘;咸,肺;肾,清肺化痰;软坚,痰多;瘿瘤,湿热、痰湿,适量为宜,脾胃虚寒慎,四季,直食/调味,——,——,3-5g/次,——,紫菜制品，富含碘质，健脑益智。,现代营养学
迷迭香,mi die xiang,食材,调料,温,辛;苦,心;肺,活血化瘀;提神,血瘀;神疲,血瘀,适量为宜,孕妇慎,四季,调味,肉类;土豆,——,1-2g/餐,——,西餐香草，抗氧化强，增强记忆。,现代营养学
百里香,bai li xiang,食材,调料,温,辛,肺;脾,温肺化痰;健脾,寒痰;脾虚,阳虚,适量为宜,——,四季,调味,肉类;汤品,——,1-2g/餐,——,西餐常用香草，杀菌消炎。,现代营养学
牛至,niu zhi,食材,调料,温,辛,肺;脾,温肺健脾,肺脾虚寒,阳虚,适量为宜,——,四季,调味,披萨;意面,——,1-2g/餐,——,意式香草，披萨必备，抗菌力强。,现代营养学
罗勒,luo le,食材,调料,温,辛;甘,脾;肺,温脾化湿;宣肺,脾胃湿滞;肺气不宣,湿阻,适量为宜,——,夏,调味,意面;沙拉,——,2-3g/餐,——,西餐之王，香味浓郁，意菜必备。,现代营养学
欧芹,ou qin,食材,调料,平,甘,肺;胃;膀胱,利尿;助消化,水肿;消化不良,湿阻,适量为宜,——,四季,调味/装饰,汤品;沙拉,——,2-3g/餐,——,香芹，西餐装饰，营养丰富。,现代营养学
香草,xiang cao,食材,调料,平,甘;香,脾;肺,芳香化湿;理气,湿阻;气滞,湿阻,适量为宜,——,四季,调味,甜品;饮品,——,1-2g/餐,——,香草精原料，甜品常用香料。,现代营养学
花生酱,hua sheng jiang,食材,调料,平,甘,肺;脾,润肺健脾,肺燥;脾虚,平和,适量为宜,肥胖慎食,四季,调味/直食,面包;饼干,——,15-20g/餐,——,花生制品，营养丰富，但热量高。,现代营养学
芥末,jie mo,食材,调料,热,辛,肺;胃,温肺化痰;开胃,寒痰;食欲不振,阳虚,少量使用,阴虚火旺禁,四季,调味/蘸料,生鱼片;凉菜,——,1-2g/餐,——,日式调料，杀菌力强，刺激性大。,《本草纲目》/现代营养学
猪心,zhu xin,食材,内脏,平,甘;咸,心,养心安神;补血,心神不安;心血不足,血虚、心神不宁,适量为宜,——,四季,炖/炒,莲子;红枣,——,100-150g/餐,——,以脏补脏，养心安神，治疗心悸失眠。,《本草纲目》/现代营养学
猪腰,zhu yao,食材,内脏,平,甘;咸,肾,补肾壮腰;利水,肾虚腰痛;水肿,肾虚,适量为宜,高血压慎,四季,炒/汤,韭菜;杜仲,——,100-150g/餐,——,猪肾，补肾强腰，但胆固醇较高。,《本草纲目》/现代营养学
猪肺,zhu fei,食材,内脏,平,甘,肺,补肺止咳;清热,肺虚咳嗽;肺热,肺虚,适量为宜,——,四季,炖汤,川贝;杏仁,——,100-200g/餐,——,补肺润燥，治疗肺虚久咳。,《本草纲目》/现代营养学
猪胃,zhu wei,食材,内脏,温,甘,胃,健胃消食;补虚,胃虚;消化不良,胃虚,适量为宜,——,四季,炖/卤,胡椒;生姜,——,100-150g/餐,——,猪肚，健胃消食，温中补虚。,《本草纲目》/现代营养学
鸡肝,ji gan,食材,内脏,温,甘;微苦,肝,补肝明目;养血,肝血不足;夜盲,血虚,适量为宜,高胆固醇慎,四季,炒,韭菜,——,50-80g/餐,——,比猪肝更温和，儿童补血佳品。,现代营养学
鸡心,ji xin,食材,内脏,平,甘,心,养心安神,心血不足,血虚,适量为宜,——,四季,炒/串烧,——,——,50-100g/餐,——,小巧精致，营养丰富，烧烤常用。,现代营养学
鸡胗,ji zhen,食材,内脏,平,甘,脾;胃,健脾消食;涩精,脾胃虚弱;遗精,脾虚,适量为宜,——,四季,炒/卤,青椒,——,100-150g/餐,——,鸡肫，健脾消积，口感爽脆。,《本草纲目》/现代营养学
鸭肝,ya gan,食材,内脏,平,甘,肝,养肝明目,肝血不足,血虚,适量为宜,高胆固醇慎,四季,炒,韭菜,——,50-80g/餐,——,性平不燥，适合体质偏热者。,现代营养学
鸭血,ya xue,食材,内脏,平,咸,肝,养血;解毒,血虚;中毒,血虚,适量为宜,——,四季,汤/火锅,韭菜;豆腐,——,100-150g/餐,——,补血佳品，嫩滑可口，火锅必备。,现代营养学
猪血,zhu xue,食材,内脏,平,咸,心;肝,养血;清肺,血虚;尘肺,血虚,适量为宜,——,四季,汤/炒,韭菜;豆腐,——,100-150g/餐,——,血豆腐，清肺补血，环境污染克星。,现代营养学
羊肝,yang gan,食材,内脏,温,甘;苦,肝,补肝明目;养血,肝血虚;夜盲,血虚、阳虚,适量为宜,高胆固醇慎,秋、冬,炒/汤,韭菜,——,50-100g/餐,——,温补效果强于猪肝，适合虚寒体质。,《本草纲目》/现代营养学
羊腰,yang yao,食材,内脏,温,甘,肾,补肾壮阳;益精,肾阳虚;阳痿,肾阳虚,适量为宜,——,秋、冬,炒/汤,韭菜;杜仲,——,100-150g/餐,——,羊肾，温补肾阳，壮阳效果显著。,《本草纲目》/现代营养学
牛肝,niu gan,食材,内脏,平,甘,肝,补肝明目;养血,肝血不足;贫血,血虚,适量为宜,高胆固醇慎,四季,炒,韭菜;洋葱,——,50-100g/餐,——,营养密度高，铁质丰富，补血效果好。,现代营养学
牛心,niu xin,食材,内脏,平,甘,心,养心安神,心血不足,血虚,适量为宜,——,四季,炖/烧烤,——,——,100-150g/餐,——,蛋白质含量高，口感厚实。,现代营养学
牛百叶,niu bai ye,食材,内脏,平,甘,脾;胃,健脾益胃,脾胃虚弱,脾虚,适量为宜,——,四季,涮/炒,——,——,100-150g/餐,——,牛胃，口感爽脆，火锅涮品。,现代营养学
牛舌,niu she,食材,内脏,平,甘,心;脾,补心健脾,心脾不足,气血虚,适量为宜,——,四季,烧烤/炖,——,——,100-150g/餐,——,高档食材，肉质嫩滑，营养丰富。,现代营养学
鹅肝,e gan,食材,内脏,平,甘,肝,养肝明目,肝血不足,血虚,少量为宜,高胆固醇慎,四季,煎/炒,——,——,50-80g/餐,——,法式珍品，营养丰富但脂肪含量极高。,现代营养学
龙虾,long xia,食材,海产类,凉、热,辛甘、淡,心;小肠;肺;脾;胃;肝;肾;胆,补益气血;健脑,疲倦;贫血,湿热、阴虚、气虚、血虚、阳虚,适量使用;忌过量,孕妇慎；脾虚湿盛慎；实热内盛慎；阴虚火旺慎,四季,外用/蒸食/生食/炖煮/熬膏/煎服/泡茶,姜;葱;米,辛辣;油腻,100-200g/餐,——,广泛用于日常食疗、药膳及复方中，兼具营养与药理特性。,《本草纲目》要点/现代药理参考
西红柿,xi hong shi,食材,蔬菜,微寒,酸、甘,肝;胃,清热解毒;生津止渴;健胃消食,热病伤津;食欲不振;高血压,湿热、阴虚、平和,适量为宜,脾胃虚寒慎,夏、秋,生食/炒制/煮汤,鸡蛋;牛肉;豆腐,胡萝卜;白萝卜,150-250g/餐,——,富含番茄红素、维生素C，具抗氧化、护心血管作用。,现代营养学
